transaction_id,customer_id,amount,transaction_date,payment_method
TXN_00000037,CUST_000002,27.61,2023-04-21,stripe
TXN_00000038,CUST_000002,28.05,2023-05-25,credit_card
TXN_00000039,CUST_000002,29.48,2023-06-22,paypal
TXN_00000040,CUST_000003,27.38,2023-04-05,bank_transfer
TXN_00000041,CUST_000003,26.74,2023-05-31,credit_card
TXN_00000042,CUST_000003,26.65,2023-06-30,credit_card
TXN_00000043,CUST_000003,27.07,2023-08-01,credit_card
TXN_00000044,CUST_000003,26.21,2023-08-29,debit_card
TXN_00000045,CUST_000003,25.69,2023-10-02,debit_card
TXN_00000046,CUST_000003,25.91,2023-10-31,stripe
TXN_00000047,CUST_000003,27.17,2023-11-28,debit_card
TXN_00000048,CUST_000004,106.74,2023-10-14,stripe
TXN_00000049,CUST_000004,107.07,2023-11-15,bank_transfer
TXN_00000050,CUST_000004,107.4,2024-01-16,paypal
TXN_00000051,CUST_000004,106.48,2024-02-12,credit_card
TXN_00000052,CUST_000004,106.25,2024-03-16,debit_card
TXN_00000053,CUST_000004,111.2,2024-04-12,stripe
TXN_00000054,CUST_000004,102.66,2024-05-12,credit_card
TXN_00000055,CUST_000004,109.02,2024-06-13,credit_card
TXN_00000056,CUST_000005,29.67,2024-10-12,stripe
TXN_00000057,CUST_000005,27.53,2024-11-12,credit_card
TXN_00000058,CUST_000005,28.51,2024-12-09,credit_card
TXN_00000059,CUST_000006,106.2,2024-10-14,debit_card
TXN_00000060,CUST_000006,104.13,2024-11-09,paypal
TXN_00000061,CUST_000007,447.88,2024-12-06,credit_card
TXN_00000062,CUST_000008,31.27,2022-04-28,credit_card
TXN_00000063,CUST_000009,99.23,2023-10-15,credit_card
TXN_00000064,CUST_000009,93.61,2023-11-12,credit_card
TXN_00000065,CUST_000009,96.61,2023-12-13,debit_card
TXN_00000066,CUST_000009,94.7,2024-01-12,paypal
TXN_00000067,CUST_000009,96.41,2024-02-11,debit_card
TXN_00000068,CUST_000009,95.42,2024-03-09,debit_card
TXN_00000069,CUST_000009,94.93,2024-04-08,credit_card
TXN_00000070,CUST_000009,90.49,2024-05-09,bank_transfer
TXN_00000071,CUST_000009,95.6,2024-06-09,paypal
TXN_00000072,CUST_000009,92.18,2024-07-11,credit_card
TXN_00000073,CUST_000009,99.4,2024-08-10,debit_card
TXN_00000074,CUST_000009,93.77,2024-09-09,credit_card
TXN_00000075,CUST_000009,99.14,2024-10-07,paypal
TXN_00000076,CUST_000009,94.05,2024-11-07,credit_card
TXN_00000077,CUST_000009,91.84,2024-12-07,credit_card
TXN_00000078,CUST_000010,26.65,2023-05-14,credit_card
TXN_00000079,CUST_000010,28.1,2023-06-15,debit_card
TXN_00000080,CUST_000010,26.25,2023-07-13,debit_card
TXN_00000081,CUST_000010,27.43,2023-08-12,credit_card
TXN_00000082,CUST_000012,27.8,2021-01-04,paypal
TXN_00000083,CUST_000012,29.46,2021-03-02,credit_card
TXN_00000084,CUST_000012,27.53,2021-04-01,debit_card
TXN_00000085,CUST_000012,29.61,2021-05-04,credit_card
TXN_00000086,CUST_000012,28.92,2021-06-03,bank_transfer
TXN_00000087,CUST_000012,28.87,2021-07-04,credit_card
TXN_00000088,CUST_000012,27.34,2021-08-02,paypal
TXN_00000089,CUST_000012,29.05,2021-08-30,credit_card
TXN_00000090,CUST_000012,28.76,2021-09-30,credit_card
TXN_00000091,CUST_000012,28.78,2021-12-01,credit_card
TXN_00000092,CUST_000012,28.31,2021-12-28,credit_card
TXN_00000093,CUST_000012,27.24,2022-01-30,paypal
TXN_00000094,CUST_000012,29.26,2022-02-27,credit_card
TXN_00000095,CUST_000012,27.6,2022-03-29,credit_card
TXN_00000096,CUST_000012,29.74,2022-04-27,credit_card
TXN_00000097,CUST_000012,27.98,2022-05-27,credit_card
TXN_00000098,CUST_000012,28.52,2022-06-26,credit_card
TXN_00000099,CUST_000013,29.06,2022-08-16,bank_transfer
TXN_00000100,CUST_000013,31.15,2022-09-14,debit_card
TXN_00000101,CUST_000014,30.1,2024-09-06,credit_card
TXN_00000102,CUST_000014,30.06,2024-10-08,bank_transfer
TXN_00000103,CUST_000014,31.13,2024-12-05,debit_card
TXN_00000104,CUST_000015,26.74,2024-09-27,credit_card
TXN_00000105,CUST_000015,26.64,2024-10-28,paypal
TXN_00000106,CUST_000016,544.54,2024-09-24,credit_card
TXN_00000107,CUST_000016,520.42,2024-10-24,credit_card
TXN_00000108,CUST_000016,535.59,2024-11-24,stripe
TXN_00000109,CUST_000016,535.23,2024-12-26,credit_card
TXN_00000110,CUST_000017,90.15,2024-07-12,stripe
TXN_00000111,CUST_000017,91.06,2024-08-11,debit_card
TXN_00000112,CUST_000017,97.9,2024-09-08,paypal
TXN_00000113,CUST_000017,92.1,2024-10-10,bank_transfer
TXN_00000114,CUST_000017,94.51,2024-11-05,credit_card
TXN_00000115,CUST_000017,93.32,2024-12-05,paypal
TXN_00000116,CUST_000018,524.24,2024-01-06,credit_card
TXN_00000117,CUST_000018,531.8,2024-02-07,credit_card
TXN_00000118,CUST_000018,561.82,2024-03-04,debit_card
TXN_00000119,CUST_000018,531.49,2024-04-06,credit_card
TXN_00000120,CUST_000018,541.35,2024-05-07,stripe
TXN_00000121,CUST_000018,564.49,2024-06-06,credit_card
TXN_00000122,CUST_000018,567.72,2024-07-02,credit_card
TXN_00000123,CUST_000018,518.3,2024-08-04,paypal
TXN_00000124,CUST_000018,519.61,2024-08-31,credit_card
TXN_00000125,CUST_000018,560.19,2024-10-04,paypal
TXN_00000126,CUST_000018,544.19,2024-10-31,debit_card
TXN_00000127,CUST_000018,526.55,2024-12-03,debit_card
TXN_00000128,CUST_000018,533.55,2025-01-02,credit_card
TXN_00000129,CUST_000019,104.65,2024-04-01,credit_card
TXN_00000130,CUST_000019,107.22,2024-05-02,bank_transfer
TXN_00000131,CUST_000019,106.46,2024-06-02,credit_card
TXN_00000132,CUST_000019,104.45,2024-07-02,debit_card
TXN_00000133,CUST_000019,102.36,2024-07-29,credit_card
TXN_00000134,CUST_000020,28.42,2024-07-17,debit_card
TXN_00000135,CUST_000020,27.57,2024-08-20,paypal
TXN_00000136,CUST_000021,27.48,2023-09-28,credit_card
TXN_00000137,CUST_000022,31.46,2024-10-21,credit_card
TXN_00000138,CUST_000023,28.13,2024-07-17,credit_card
TXN_00000139,CUST_000024,105.04,2024-05-25,paypal
TXN_00000140,CUST_000024,100.15,2024-06-26,bank_transfer
TXN_00000141,CUST_000024,100.07,2024-07-26,credit_card
TXN_00000142,CUST_000024,103.8,2024-08-23,stripe
TXN_00000143,CUST_000024,109.14,2024-09-24,bank_transfer
TXN_00000144,CUST_000024,104.89,2024-10-21,credit_card
TXN_00000145,CUST_000024,99.14,2024-11-20,stripe
TXN_00000146,CUST_000025,87.14,2024-03-12,debit_card
TXN_00000147,CUST_000025,89.72,2024-05-12,credit_card
TXN_00000148,CUST_000026,30.13,2022-12-14,credit_card
TXN_00000149,CUST_000027,28.58,2024-09-18,paypal
TXN_00000150,CUST_000027,26.79,2024-10-18,paypal
TXN_00000151,CUST_000027,26.24,2024-11-13,paypal
TXN_00000152,CUST_000027,27.64,2024-12-16,paypal
TXN_00000153,CUST_000028,31.19,2024-01-17,credit_card
TXN_00000154,CUST_000028,31.14,2024-02-15,bank_transfer
TXN_00000155,CUST_000029,25.86,2023-10-23,credit_card
TXN_00000156,CUST_000029,26.35,2023-11-25,debit_card
TXN_00000157,CUST_000029,25.66,2023-12-23,credit_card
TXN_00000158,CUST_000029,25.44,2024-01-22,paypal
TXN_00000159,CUST_000029,25.74,2024-02-22,credit_card
TXN_00000160,CUST_000029,24.42,2024-03-21,debit_card
TXN_00000161,CUST_000029,25.74,2024-04-23,credit_card
TXN_00000162,CUST_000029,26.68,2024-05-23,credit_card
TXN_00000163,CUST_000029,26.63,2024-06-19,debit_card
TXN_00000164,CUST_000029,24.61,2024-07-19,credit_card
TXN_00000165,CUST_000029,24.43,2024-08-19,paypal
TXN_00000166,CUST_000029,25.91,2024-09-17,credit_card
TXN_00000167,CUST_000029,25.84,2024-10-16,debit_card
TXN_00000168,CUST_000029,26.68,2024-11-17,credit_card
TXN_00000169,CUST_000029,24.59,2024-12-15,credit_card
TXN_00000170,CUST_000030,27.56,2024-12-09,credit_card
TXN_00000171,CUST_000031,98.99,2023-11-05,debit_card
TXN_00000172,CUST_000032,27.86,2024-10-05,credit_card
TXN_00000173,CUST_000033,111.19,2024-12-01,credit_card
TXN_00000174,CUST_000034,31.4,2021-01-17,debit_card
TXN_00000175,CUST_000034,29.43,2021-02-13,credit_card
TXN_00000176,CUST_000035,33.73,2021-01-03,credit_card
TXN_00000177,CUST_000035,31.18,2021-02-04,paypal
TXN_00000178,CUST_000036,99.87,2022-10-20,credit_card
TXN_00000179,CUST_000036,98.06,2022-11-20,bank_transfer
TXN_00000180,CUST_000036,92.11,2022-12-20,credit_card
TXN_00000181,CUST_000036,92.94,2023-01-19,debit_card
TXN_00000182,CUST_000036,98.63,2023-02-17,credit_card
TXN_00000183,CUST_000036,93.42,2023-03-19,debit_card
TXN_00000184,CUST_000036,99.87,2023-04-19,credit_card
TXN_00000185,CUST_000036,93.15,2023-05-21,debit_card
TXN_00000186,CUST_000036,95.08,2023-06-20,debit_card
TXN_00000187,CUST_000036,99.28,2023-07-19,paypal
TXN_00000188,CUST_000036,91.94,2023-08-16,credit_card
TXN_00000189,CUST_000036,96.16,2023-09-18,credit_card
TXN_00000190,CUST_000036,97.16,2023-10-15,debit_card
TXN_00000191,CUST_000036,95.83,2023-11-17,debit_card
TXN_00000192,CUST_000036,99.7,2023-12-15,debit_card
TXN_00000193,CUST_000036,99.35,2024-01-15,paypal
TXN_00000194,CUST_000036,92.51,2024-02-12,bank_transfer
TXN_00000195,CUST_000036,95.81,2024-03-12,credit_card
TXN_00000196,CUST_000036,92.27,2024-04-12,credit_card
TXN_00000197,CUST_000037,82.05,2024-07-10,debit_card
TXN_00000198,CUST_000037,84.13,2024-08-07,bank_transfer
TXN_00000199,CUST_000037,83.95,2024-10-06,credit_card
TXN_00000200,CUST_000037,88.7,2024-11-08,credit_card
TXN_00000201,CUST_000037,84.5,2024-12-07,credit_card
TXN_00000202,CUST_000038,29.34,2024-11-15,credit_card
TXN_00000203,CUST_000039,452.6,2023-06-20,stripe
TXN_00000204,CUST_000039,470.84,2023-07-19,credit_card
TXN_00000205,CUST_000039,463.42,2023-08-22,paypal
TXN_00000206,CUST_000039,466.41,2023-09-20,debit_card
TXN_00000207,CUST_000039,492.91,2023-10-21,paypal
TXN_00000208,CUST_000039,461.63,2023-11-17,credit_card
TXN_00000209,CUST_000039,493.61,2023-12-16,debit_card
TXN_00000210,CUST_000039,485.94,2024-01-16,stripe
TXN_00000211,CUST_000039,483.66,2024-02-14,credit_card
TXN_00000212,CUST_000039,452.2,2024-03-19,debit_card
TXN_00000213,CUST_000039,479.27,2024-04-15,credit_card
TXN_00000214,CUST_000039,471.63,2024-05-15,paypal
TXN_00000215,CUST_000039,454.26,2024-06-14,credit_card
TXN_00000216,CUST_000039,457.07,2024-07-16,credit_card
TXN_00000217,CUST_000039,486.37,2024-08-12,credit_card
TXN_00000218,CUST_000039,476.0,2024-09-13,stripe
TXN_00000219,CUST_000039,484.96,2024-10-14,stripe
TXN_00000220,CUST_000039,475.66,2024-11-14,debit_card
TXN_00000221,CUST_000039,490.69,2024-12-11,credit_card
TXN_00000222,CUST_000040,28.01,2024-03-24,paypal
TXN_00000223,CUST_000040,29.22,2024-04-25,stripe
TXN_00000224,CUST_000040,27.86,2024-05-23,bank_transfer
TXN_00000225,CUST_000040,28.1,2024-06-24,credit_card
TXN_00000226,CUST_000040,29.21,2024-07-24,paypal
TXN_00000227,CUST_000040,27.78,2024-08-25,credit_card
TXN_00000228,CUST_000040,29.01,2024-09-23,credit_card
TXN_00000229,CUST_000040,27.59,2024-10-20,credit_card
TXN_00000230,CUST_000040,28.47,2024-11-21,debit_card
TXN_00000231,CUST_000041,30.72,2024-11-02,credit_card
TXN_00000232,CUST_000041,30.11,2024-12-31,credit_card
TXN_00000233,CUST_000042,107.25,2024-02-05,bank_transfer
TXN_00000234,CUST_000043,85.55,2024-12-18,credit_card
TXN_00000235,CUST_000044,31.82,2021-10-22,credit_card
TXN_00000236,CUST_000044,32.22,2021-11-20,credit_card
TXN_00000237,CUST_000044,30.41,2021-12-19,debit_card
TXN_00000238,CUST_000044,30.97,2022-01-20,credit_card
TXN_00000239,CUST_000044,29.79,2022-02-17,paypal
TXN_00000240,CUST_000044,31.18,2022-04-18,stripe
TXN_00000241,CUST_000044,31.92,2022-05-22,credit_card
TXN_00000242,CUST_000044,29.9,2022-06-21,bank_transfer
TXN_00000243,CUST_000044,31.24,2022-07-18,debit_card
TXN_00000244,CUST_000044,32.41,2022-08-18,paypal
TXN_00000245,CUST_000044,32.31,2022-09-16,credit_card
TXN_00000246,CUST_000044,32.35,2022-10-18,credit_card
TXN_00000247,CUST_000044,31.88,2022-11-17,credit_card
TXN_00000248,CUST_000044,30.48,2022-12-14,credit_card
TXN_00000249,CUST_000044,30.23,2023-01-16,bank_transfer
TXN_00000250,CUST_000044,32.68,2023-02-13,credit_card
TXN_00000251,CUST_000045,30.27,2024-08-12,bank_transfer
TXN_00000252,CUST_000045,29.03,2024-09-07,paypal
TXN_00000253,CUST_000045,28.76,2024-10-07,paypal
TXN_00000254,CUST_000045,27.7,2024-11-07,paypal
TXN_00000255,CUST_000045,29.53,2024-12-09,debit_card
TXN_00000256,CUST_000046,495.46,2023-07-23,bank_transfer
TXN_00000257,CUST_000046,501.22,2023-09-20,credit_card
TXN_00000258,CUST_000046,502.44,2023-10-24,credit_card
TXN_00000259,CUST_000047,26.14,2024-07-04,bank_transfer
TXN_00000260,CUST_000047,28.29,2024-08-05,credit_card
TXN_00000261,CUST_000047,26.59,2024-09-02,credit_card
TXN_00000262,CUST_000047,27.55,2024-10-01,credit_card
TXN_00000263,CUST_000047,28.4,2024-11-01,bank_transfer
TXN_00000264,CUST_000047,27.71,2024-12-02,credit_card
TXN_00000265,CUST_000047,26.87,2025-01-01,credit_card
TXN_00000266,CUST_000048,27.67,2024-01-10,credit_card
TXN_00000267,CUST_000048,27.85,2024-02-11,credit_card
TXN_00000268,CUST_000049,107.53,2023-12-16,credit_card
TXN_00000269,CUST_000049,106.23,2024-01-12,stripe
TXN_00000270,CUST_000049,108.74,2024-02-10,credit_card
TXN_00000271,CUST_000049,100.15,2024-03-12,credit_card
TXN_00000272,CUST_000049,104.38,2024-04-11,paypal
TXN_00000273,CUST_000049,108.18,2024-05-12,credit_card
TXN_00000274,CUST_000049,100.47,2024-06-09,debit_card
TXN_00000275,CUST_000049,108.6,2024-07-11,credit_card
TXN_00000276,CUST_000049,104.93,2024-09-09,debit_card
TXN_00000277,CUST_000049,102.58,2024-10-07,debit_card
TXN_00000278,CUST_000049,103.74,2024-11-09,credit_card
TXN_00000279,CUST_000049,108.2,2024-12-10,credit_card
TXN_00000280,CUST_000050,524.9,2024-09-24,bank_transfer
TXN_00000281,CUST_000050,564.48,2024-10-23,stripe
TXN_00000282,CUST_000050,537.55,2024-11-24,credit_card
TXN_00000283,CUST_000050,519.57,2024-12-24,debit_card
TXN_00000284,CUST_000051,27.41,2021-01-01,paypal
TXN_00000285,CUST_000052,108.07,2023-01-05,paypal
TXN_00000286,CUST_000052,106.51,2023-03-10,debit_card
TXN_00000287,CUST_000053,93.66,2021-04-08,stripe
TXN_00000288,CUST_000053,87.65,2021-05-10,paypal
TXN_00000289,CUST_000053,88.81,2021-06-06,debit_card
TXN_00000290,CUST_000053,88.35,2021-07-07,credit_card
TXN_00000291,CUST_000053,93.98,2021-08-04,credit_card
TXN_00000292,CUST_000053,87.71,2021-09-04,stripe
TXN_00000293,CUST_000053,87.34,2021-10-06,paypal
TXN_00000294,CUST_000053,94.42,2021-11-03,bank_transfer
TXN_00000295,CUST_000053,89.96,2021-12-04,credit_card
TXN_00000296,CUST_000053,95.45,2022-01-05,credit_card
TXN_00000297,CUST_000053,90.54,2022-02-03,debit_card
TXN_00000298,CUST_000053,87.32,2022-03-02,bank_transfer
TXN_00000299,CUST_000053,87.73,2022-04-02,paypal
TXN_00000300,CUST_000053,93.51,2022-05-02,debit_card
TXN_00000301,CUST_000053,88.62,2022-06-01,stripe
TXN_00000302,CUST_000053,91.12,2022-07-01,paypal
TXN_00000303,CUST_000053,93.86,2022-07-31,paypal
TXN_00000304,CUST_000053,90.9,2022-08-29,stripe
TXN_00000305,CUST_000053,90.62,2022-09-30,credit_card
TXN_00000306,CUST_000053,87.85,2022-10-30,credit_card
TXN_00000307,CUST_000053,93.19,2022-12-01,credit_card
TXN_00000308,CUST_000053,93.91,2022-12-28,paypal
TXN_00000309,CUST_000053,95.71,2023-01-26,credit_card
TXN_00000310,CUST_000053,92.9,2023-03-31,debit_card
TXN_00000311,CUST_000053,95.16,2023-04-28,debit_card
TXN_00000312,CUST_000054,30.52,2022-01-02,credit_card
TXN_00000313,CUST_000055,97.97,2023-10-18,credit_card
TXN_00000314,CUST_000055,101.93,2023-11-18,bank_transfer
TXN_00000315,CUST_000055,99.72,2023-12-17,bank_transfer
TXN_00000316,CUST_000055,103.57,2024-01-14,bank_transfer
TXN_00000317,CUST_000055,99.67,2024-02-14,credit_card
TXN_00000318,CUST_000055,106.89,2024-03-16,credit_card
TXN_00000319,CUST_000056,527.81,2021-08-12,bank_transfer
TXN_00000320,CUST_000056,537.34,2021-09-10,paypal
TXN_00000321,CUST_000056,556.68,2021-10-08,credit_card
TXN_00000322,CUST_000056,527.57,2021-11-09,debit_card
TXN_00000323,CUST_000056,557.83,2022-02-07,debit_card
TXN_00000324,CUST_000056,554.5,2022-03-11,stripe
TXN_00000325,CUST_000056,533.0,2022-04-08,paypal
TXN_00000326,CUST_000056,534.96,2022-05-09,credit_card
TXN_00000327,CUST_000056,544.42,2022-06-06,stripe
TXN_00000328,CUST_000056,559.03,2022-07-06,bank_transfer
TXN_00000329,CUST_000056,528.82,2022-08-07,credit_card
TXN_00000330,CUST_000056,558.74,2022-09-04,paypal
TXN_00000331,CUST_000056,559.59,2022-10-04,debit_card
TXN_00000332,CUST_000056,564.84,2022-11-05,credit_card
TXN_00000333,CUST_000056,551.68,2022-12-05,credit_card
TXN_00000334,CUST_000056,522.09,2023-01-04,credit_card
TXN_00000335,CUST_000056,513.97,2023-02-03,credit_card
TXN_00000336,CUST_000056,547.08,2023-03-02,debit_card
TXN_00000337,CUST_000056,559.21,2023-04-02,debit_card
TXN_00000338,CUST_000056,535.03,2023-05-05,credit_card
TXN_00000339,CUST_000056,546.1,2023-06-03,bank_transfer
TXN_00000340,CUST_000056,558.82,2023-07-03,debit_card
TXN_00000341,CUST_000056,527.93,2023-08-03,paypal
TXN_00000342,CUST_000056,526.55,2023-08-30,credit_card
TXN_00000343,CUST_000056,557.49,2023-10-02,debit_card
TXN_00000344,CUST_000056,550.16,2023-10-30,paypal
TXN_00000345,CUST_000056,546.27,2023-12-01,paypal
TXN_00000346,CUST_000056,558.7,2023-12-30,credit_card
TXN_00000347,CUST_000056,558.1,2024-01-29,credit_card
TXN_00000348,CUST_000056,526.49,2024-02-27,debit_card
TXN_00000349,CUST_000057,29.63,2024-11-18,credit_card
TXN_00000350,CUST_000057,27.83,2024-12-17,paypal
TXN_00000351,CUST_000058,27.3,2024-09-18,credit_card
TXN_00000352,CUST_000058,25.99,2024-11-19,debit_card
TXN_00000353,CUST_000059,511.81,2024-12-12,credit_card
TXN_00000354,CUST_000060,95.17,2024-06-24,stripe
TXN_00000355,CUST_000060,96.34,2024-07-25,debit_card
TXN_00000356,CUST_000060,94.78,2024-08-25,stripe
TXN_00000357,CUST_000060,90.98,2024-09-24,paypal
TXN_00000358,CUST_000060,99.66,2024-10-22,credit_card
TXN_00000359,CUST_000060,95.25,2024-11-23,bank_transfer
TXN_00000360,CUST_000060,97.97,2024-12-20,bank_transfer
TXN_00000361,CUST_000061,26.44,2024-05-10,credit_card
TXN_00000362,CUST_000062,90.33,2024-08-03,credit_card
TXN_00000363,CUST_000062,86.53,2024-08-30,credit_card
TXN_00000364,CUST_000062,90.32,2024-10-02,paypal
TXN_00000365,CUST_000063,110.48,2022-08-28,credit_card
TXN_00000366,CUST_000063,103.75,2022-09-27,credit_card
TXN_00000367,CUST_000063,106.03,2022-10-27,debit_card
TXN_00000368,CUST_000063,109.78,2022-11-25,stripe
TXN_00000369,CUST_000063,109.03,2022-12-28,debit_card
TXN_00000370,CUST_000063,103.45,2023-01-27,credit_card
TXN_00000371,CUST_000063,104.82,2023-02-26,debit_card
TXN_00000372,CUST_000063,103.46,2023-03-25,paypal
TXN_00000373,CUST_000063,103.38,2023-04-26,credit_card
TXN_00000374,CUST_000063,105.25,2023-05-26,debit_card
TXN_00000375,CUST_000063,106.23,2023-06-24,credit_card
TXN_00000376,CUST_000064,88.34,2024-06-02,credit_card
TXN_00000377,CUST_000065,541.53,2024-07-25,credit_card
TXN_00000378,CUST_000065,561.04,2024-08-27,bank_transfer
TXN_00000379,CUST_000065,551.13,2024-09-25,debit_card
TXN_00000380,CUST_000065,540.1,2024-10-23,credit_card
TXN_00000381,CUST_000065,535.21,2024-11-21,stripe
TXN_00000382,CUST_000065,542.37,2024-12-22,stripe
TXN_00000383,CUST_000066,26.32,2023-12-17,bank_transfer
TXN_00000384,CUST_000066,26.63,2024-01-17,stripe
TXN_00000385,CUST_000066,25.43,2024-02-17,paypal
TXN_00000386,CUST_000066,27.35,2024-03-16,paypal
TXN_00000387,CUST_000066,26.94,2024-04-19,bank_transfer
TXN_00000388,CUST_000066,26.78,2024-05-19,credit_card
TXN_00000389,CUST_000066,26.05,2024-06-17,debit_card
TXN_00000390,CUST_000066,27.08,2024-07-16,stripe
TXN_00000391,CUST_000067,32.53,2024-10-20,debit_card
TXN_00000392,CUST_000068,108.28,2022-11-08,paypal
TXN_00000393,CUST_000068,119.06,2022-12-06,debit_card
TXN_00000394,CUST_000068,117.26,2023-01-03,paypal
TXN_00000395,CUST_000068,117.81,2023-02-04,stripe
TXN_00000396,CUST_000068,111.99,2023-03-05,credit_card
TXN_00000397,CUST_000068,115.23,2023-04-03,credit_card
TXN_00000398,CUST_000068,109.41,2023-05-06,credit_card
TXN_00000399,CUST_000068,114.28,2023-06-05,credit_card
TXN_00000400,CUST_000068,110.58,2023-07-03,debit_card
TXN_00000401,CUST_000068,108.35,2023-08-01,paypal
TXN_00000402,CUST_000068,108.65,2023-09-01,debit_card
TXN_00000403,CUST_000068,118.88,2023-09-30,debit_card
TXN_00000404,CUST_000068,112.36,2023-10-30,stripe
TXN_00000405,CUST_000068,107.85,2023-12-01,paypal
TXN_00000406,CUST_000068,109.78,2023-12-31,credit_card
TXN_00000407,CUST_000068,112.26,2024-01-31,paypal
TXN_00000408,CUST_000068,111.85,2024-03-01,credit_card
TXN_00000409,CUST_000068,114.38,2024-03-31,debit_card
TXN_00000410,CUST_000068,115.92,2024-04-27,credit_card
TXN_00000411,CUST_000068,117.14,2024-05-30,stripe
TXN_00000412,CUST_000068,109.93,2024-06-26,credit_card
TXN_00000413,CUST_000068,110.19,2024-07-27,debit_card
TXN_00000414,CUST_000069,28.52,2024-11-27,credit_card
TXN_00000415,CUST_000069,28.87,2024-12-27,debit_card
TXN_00000416,CUST_000070,112.4,2021-01-03,paypal
TXN_00000417,CUST_000070,108.27,2021-02-02,credit_card
TXN_00000418,CUST_000070,108.02,2021-03-06,paypal
TXN_00000419,CUST_000070,111.87,2021-04-02,credit_card
TXN_00000420,CUST_000070,112.46,2021-05-01,bank_transfer
TXN_00000421,CUST_000070,109.88,2021-06-01,credit_card
TXN_00000422,CUST_000070,119.0,2021-07-02,stripe
TXN_00000423,CUST_000070,111.13,2021-08-02,stripe
TXN_00000424,CUST_000070,117.71,2021-09-02,credit_card
TXN_00000425,CUST_000070,114.81,2021-09-28,credit_card
TXN_00000426,CUST_000070,111.67,2021-11-28,credit_card
TXN_00000427,CUST_000071,33.56,2023-01-15,credit_card
TXN_00000428,CUST_000071,32.35,2023-02-11,bank_transfer
TXN_00000429,CUST_000071,33.39,2023-03-16,bank_transfer
TXN_00000430,CUST_000071,30.96,2023-04-14,stripe
TXN_00000431,CUST_000072,25.19,2024-09-18,credit_card
TXN_00000432,CUST_000072,24.97,2024-10-18,stripe
TXN_00000433,CUST_000072,25.08,2024-11-16,debit_card
TXN_00000434,CUST_000072,26.24,2024-12-16,credit_card
TXN_00000435,CUST_000073,32.52,2024-12-31,credit_card
TXN_00000436,CUST_000074,82.86,2022-10-03,debit_card
TXN_00000437,CUST_000074,83.84,2022-11-04,debit_card
TXN_00000438,CUST_000074,88.2,2022-12-04,bank_transfer
TXN_00000439,CUST_000075,91.18,2023-05-15,paypal
TXN_00000440,CUST_000075,90.05,2023-06-16,debit_card
TXN_00000441,CUST_000075,86.48,2023-07-16,credit_card
TXN_00000442,CUST_000075,92.77,2023-08-16,bank_transfer
TXN_00000443,CUST_000075,92.75,2023-09-11,paypal
TXN_00000444,CUST_000075,85.89,2023-10-12,debit_card
TXN_00000445,CUST_000075,86.65,2023-11-12,debit_card
TXN_00000446,CUST_000075,90.29,2023-12-10,credit_card
TXN_00000447,CUST_000075,91.1,2024-01-12,credit_card
TXN_00000448,CUST_000075,92.97,2024-02-11,credit_card
TXN_00000449,CUST_000075,91.53,2024-03-09,credit_card
TXN_00000450,CUST_000075,85.98,2024-04-09,paypal
