customer_id,signup_date,country,plan,segment,first_source,monthly_price
CUST_000051,2021-01-01,France,basic,SMB,direct,28.02
CUST_000052,2023-01-05,UK,pro,Enterprise,organic,104.68
CUST_000053,2021-04-06,India,pro,SMB,partner,91.81
CUST_000054,2021-12-31,UK,basic,Enterprise,organic,31.89
CUST_000055,2023-10-15,UK,pro,SMB,paid_search,102.26
CUST_000056,2021-08-09,UK,enterprise,Mid,referral,540.2
CUST_000057,2024-11-16,UK,basic,Mid,content,28.8
CUST_000058,2024-09-16,France,basic,SMB,organic,26.64
CUST_000059,2024-12-09,UK,enterprise,SMB,paid_search,488.41
CUST_000060,2024-06-23,US,pro,Mid,paid_search,95.48
CUST_000061,2024-05-06,US,basic,SMB,paid_search,27.54
CUST_000062,2024-07-30,US,pro,SMB,content,90.45
CUST_000063,2022-08-26,Canada,pro,Mid,organic,106.7
CUST_000064,2024-05-31,US,pro,SMB,direct,86.71
CUST_000065,2024-07-24,US,enterprise,Mid,content,557.02
CUST_000066,2023-12-17,Germany,basic,SMB,partner,26.17
CUST_000067,2024-10-19,Germany,basic,SMB,direct,33.17
CUST_000068,2022-11-04,France,pro,SMB,paid_search,113.51
CUST_000069,2024-11-24,UK,basic,Mid,paid_search,28.12
CUST_000070,2021-01-01,Australia,pro,Enterprise,partner,113.49
CUST_000071,2023-01-11,India,basic,SMB,content,32.21
CUST_000072,2024-09-15,France,basic,SMB,referral,25.37
CUST_000073,2024-12-29,Canada,basic,SMB,partner,32.89
CUST_000074,2022-10-01,US,pro,Mid,content,85.41
CUST_000075,2023-05-14,Singapore,pro,SMB,partner,89.55
CUST_000076,2023-04-06,US,basic,SMB,direct,29.74
CUST_000077,2023-01-14,US,basic,SMB,content,25.35
CUST_000078,2024-11-24,UK,basic,SMB,content,26.06
CUST_000079,2024-05-29,US,pro,SMB,organic,112.47
CUST_000080,2024-11-02,Singapore,basic,SMB,partner,33.3
CUST_000081,2022-05-09,Canada,pro,Mid,paid_search,107.85
CUST_000082,2023-09-13,Canada,pro,Enterprise,paid_search,99.45
CUST_000083,2024-06-19,Germany,basic,Mid,content,32.48
CUST_000084,2024-11-30,UK,pro,SMB,direct,87.47
CUST_000085,2024-07-03,US,basic,SMB,content,32.85
CUST_000086,2024-06-23,Canada,pro,SMB,paid_search,94.59
CUST_000087,2023-04-05,Germany,basic,Mid,paid_search,32.14
CUST_000088,2023-08-26,UK,basic,SMB,organic,30.46
CUST_000089,2022-02-03,France,pro,Enterprise,referral,112.67
CUST_000090,2024-02-24,US,basic,SMB,direct,32.17
CUST_000091,2024-10-31,US,pro,Mid,paid_search,110.52
CUST_000092,2023-05-04,US,pro,Mid,referral,102.91
CUST_000093,2023-02-04,US,pro,SMB,organic,108.89
CUST_000094,2023-11-27,Australia,basic,Mid,content,31.24
CUST_000095,2023-01-14,France,pro,Enterprise,organic,88.95
CUST_000096,2024-02-04,US,pro,Enterprise,direct,103.41
CUST_000097,2024-01-07,Canada,basic,Mid,paid_search,25.94
CUST_000098,2024-04-04,Germany,pro,SMB,organic,109.97
CUST_000099,2024-12-19,US,enterprise,Mid,content,434.02
CUST_000100,2024-11-06,US,basic,Mid,referral,33.24
CUST_000101,2024-12-16,Singapore,enterprise,SMB,referral,484.12
CUST_000102,2023-08-27,Canada,basic,SMB,direct,26.13
CUST_000103,2024-07-01,Singapore,basic,SMB,direct,32.79
CUST_000104,2024-01-21,US,basic,SMB,direct,25.05
CUST_000105,2021-10-30,Germany,pro,Mid,content,98.11
CUST_000106,2024-08-14,US,basic,SMB,referral,31.35
CUST_000107,2024-04-18,US,enterprise,SMB,paid_search,471.57
CUST_000108,2023-02-15,UK,pro,SMB,organic,99.86
CUST_000109,2024-08-27,US,pro,SMB,partner,104.95
CUST_000110,2024-11-23,US,basic,SMB,partner,32.93
CUST_000111,2024-07-18,US,enterprise,SMB,paid_search,439.52
CUST_000112,2024-10-07,US,pro,SMB,organic,88.82
CUST_000113,2021-06-18,Germany,basic,Mid,organic,29.08
CUST_000114,2022-10-20,UK,pro,SMB,direct,96.58
CUST_000115,2023-08-31,US,pro,SMB,organic,96.35
CUST_000116,2022-04-08,US,pro,SMB,content,92.97
CUST_000117,2022-10-31,US,basic,SMB,partner,29.53
CUST_000118,2024-09-22,Canada,basic,SMB,partner,32.33
CUST_000119,2022-01-11,US,basic,SMB,organic,26.05
CUST_000120,2023-12-20,France,basic,SMB,partner,26.52
CUST_000121,2022-10-22,US,pro,SMB,direct,104.07
CUST_000122,2021-12-26,US,enterprise,SMB,organic,432.56
CUST_000123,2024-06-28,Australia,enterprise,Mid,paid_search,525.01
CUST_000124,2024-11-05,Germany,pro,SMB,direct,93.49
CUST_000125,2024-08-28,US,pro,Mid,partner,94.78
CUST_000126,2024-04-04,France,basic,Mid,organic,28.18
CUST_000127,2022-09-24,UK,pro,Mid,organic,94.53
CUST_000128,2022-05-17,Australia,basic,SMB,referral,31.97
CUST_000129,2024-12-28,Canada,basic,Mid,partner,32.88
CUST_000130,2024-01-19,Germany,pro,SMB,partner,100.43
CUST_000131,2024-04-13,Singapore,basic,SMB,organic,29.71
CUST_000132,2024-08-31,US,basic,SMB,paid_search,25.26
CUST_000133,2024-10-30,Canada,pro,Enterprise,partner,105.33
CUST_000134,2024-06-14,UK,basic,SMB,direct,29.73
CUST_000135,2021-03-09,US,basic,Enterprise,partner,25.09
CUST_000136,2024-06-25,US,basic,SMB,content,26.38
CUST_000137,2024-01-11,US,basic,Enterprise,organic,26.41
CUST_000138,2023-05-21,Canada,basic,Enterprise,content,26.14
CUST_000139,2024-05-26,Canada,pro,Enterprise,organic,103.71
CUST_000140,2021-01-01,Canada,basic,SMB,content,32.73
CUST_000141,2021-01-01,US,pro,Mid,direct,106.81
CUST_000142,2024-08-12,UK,basic,Enterprise,partner,28.8
CUST_000143,2024-02-01,India,basic,SMB,partner,28.17
CUST_000144,2024-07-10,US,pro,SMB,organic,95.63
CUST_000145,2024-07-21,Canada,pro,Mid,organic,102.01
CUST_000146,2024-12-13,France,pro,SMB,referral,94.82
CUST_000147,2023-10-01,France,enterprise,Mid,content,458.0
CUST_000148,2024-01-27,UK,basic,SMB,content,29.89
CUST_000149,2024-12-06,Australia,basic,SMB,partner,28.05
CUST_000150,2024-07-26,US,enterprise,SMB,direct,426.26
CUST_000151,2021-10-26,Australia,basic,SMB,paid_search,24.84
CUST_000152,2024-08-20,US,basic,SMB,organic,27.03
CUST_000153,2024-10-16,US,basic,Mid,organic,29.11
CUST_000154,2024-02-08,US,pro,SMB,direct,94.67
CUST_000155,2021-01-01,France,basic,Mid,partner,24.86
CUST_000156,2024-08-19,UK,basic,Mid,paid_search,26.59
CUST_000157,2023-07-08,US,basic,SMB,content,25.49
CUST_000158,2023-02-03,US,pro,SMB,paid_search,112.32
CUST_000159,2024-08-21,India,basic,SMB,paid_search,27.37
CUST_000160,2023-04-07,Australia,basic,SMB,referral,24.78
CUST_000161,2024-05-22,Canada,pro,SMB,paid_search,103.77
CUST_000162,2023-09-02,Canada,enterprise,SMB,partner,458.95
CUST_000163,2023-08-31,UK,pro,Enterprise,referral,100.98
CUST_000164,2023-12-24,US,pro,SMB,paid_search,88.63
CUST_000165,2024-11-15,India,basic,SMB,content,33.21
CUST_000166,2022-08-07,US,basic,Enterprise,partner,33.09
CUST_000167,2024-06-26,UK,basic,Mid,direct,30.36
CUST_000168,2024-09-22,US,pro,Mid,paid_search,105.15
CUST_000169,2024-12-11,UK,basic,Mid,organic,28.36
CUST_000170,2023-10-24,UK,pro,SMB,organic,112.73
CUST_000171,2023-06-30,UK,enterprise,Mid,organic,487.58
CUST_000172,2024-12-23,US,basic,Enterprise,partner,26.73
CUST_000173,2024-01-17,UK,basic,SMB,organic,25.65
CUST_000174,2024-08-29,US,basic,SMB,referral,26.46
CUST_000175,2023-08-15,US,basic,SMB,direct,29.63
CUST_000176,2024-09-29,US,basic,SMB,content,26.78
CUST_000177,2023-06-09,France,enterprise,SMB,organic,522.09
CUST_000178,2024-05-08,UK,basic,Mid,paid_search,27.98
CUST_000179,2021-04-28,Canada,basic,SMB,paid_search,32.37
CUST_000180,2024-10-21,Germany,basic,SMB,paid_search,29.51
CUST_000181,2024-06-11,Germany,enterprise,SMB,paid_search,517.35
CUST_000182,2024-11-03,UK,pro,Mid,referral,100.68
CUST_000183,2021-07-22,US,enterprise,SMB,organic,556.72
CUST_000184,2022-03-16,US,enterprise,SMB,paid_search,433.64
CUST_000185,2024-08-08,Canada,basic,Mid,organic,25.24
CUST_000186,2023-07-26,UK,basic,SMB,partner,30.76
CUST_000187,2022-09-26,Australia,basic,SMB,referral,31.33
CUST_000188,2023-12-03,Australia,basic,SMB,content,28.42
CUST_000189,2023-12-30,US,pro,Mid,organic,94.61
CUST_000190,2024-08-19,US,basic,Mid,content,27.07
CUST_000191,2024-11-14,Canada,basic,SMB,paid_search,26.69
CUST_000192,2021-12-20,US,pro,SMB,organic,111.24
CUST_000193,2021-12-05,US,pro,Mid,content,92.92
CUST_000194,2023-09-01,Australia,pro,Mid,content,103.4
CUST_000195,2024-06-13,US,basic,Mid,partner,31.5
CUST_000196,2024-06-05,India,pro,Mid,content,84.8
CUST_000197,2023-04-12,Germany,pro,SMB,organic,85.16
CUST_000198,2021-12-21,France,basic,Mid,paid_search,27.55
CUST_000199,2022-02-04,US,pro,Mid,referral,104.82
CUST_000200,2022-12-26,US,enterprise,Mid,organic,463.19
CUST_000201,2023-08-20,UK,basic,Enterprise,content,24.66
CUST_000202,2024-11-19,US,basic,SMB,referral,27.16
CUST_000203,2024-10-07,US,basic,Enterprise,partner,25.43
CUST_000204,2021-12-14,US,basic,Mid,referral,26.56
CUST_000205,2023-10-05,US,enterprise,Mid,referral,474.03
CUST_000206,2024-12-27,US,basic,SMB,organic,25.76
CUST_000207,2024-11-09,France,pro,Mid,organic,105.13
CUST_000208,2023-07-20,US,pro,Mid,content,91.75
CUST_000209,2024-12-29,US,pro,SMB,partner,103.78
CUST_000210,2024-10-07,Canada,basic,Mid,paid_search,29.86
CUST_000211,2023-12-10,Singapore,basic,Mid,content,32.46
CUST_000212,2023-06-08,US,basic,SMB,direct,25.42
CUST_000213,2023-08-06,US,basic,SMB,partner,26.52
CUST_000214,2024-08-30,Canada,basic,SMB,organic,32.18
CUST_000215,2023-05-05,India,pro,SMB,referral,108.57
CUST_000216,2024-08-22,France,basic,SMB,paid_search,26.32
CUST_000217,2024-06-23,Canada,pro,SMB,referral,87.35
CUST_000218,2023-03-05,US,basic,SMB,paid_search,32.1
CUST_000219,2023-08-09,UK,pro,SMB,referral,89.44
CUST_000220,2022-06-25,US,enterprise,SMB,direct,554.56
CUST_000221,2023-07-29,Germany,basic,Mid,organic,33.01
CUST_000222,2023-11-19,Germany,enterprise,SMB,direct,457.2
CUST_000223,2024-11-14,Singapore,pro,Mid,direct,109.11
CUST_000224,2024-05-22,US,pro,SMB,content,96.74
CUST_000225,2024-08-04,US,pro,SMB,paid_search,107.58
CUST_000226,2024-08-17,UK,basic,SMB,organic,28.19
CUST_000227,2021-01-01,Germany,basic,Mid,referral,25.26
CUST_000228,2024-05-02,France,basic,Mid,organic,30.85
CUST_000229,2022-01-13,US,pro,Mid,direct,88.63
CUST_000230,2023-09-03,US,enterprise,SMB,organic,562.93
CUST_000231,2022-11-22,UK,pro,Mid,paid_search,96.56
CUST_000232,2024-01-27,US,basic,SMB,organic,25.36
CUST_000233,2023-11-09,Australia,pro,Mid,organic,90.94
CUST_000234,2024-02-05,UK,pro,SMB,partner,109.77
CUST_000235,2024-09-17,France,basic,SMB,partner,27.44
CUST_000236,2023-04-18,Canada,basic,SMB,referral,32.1
CUST_000237,2024-07-24,France,basic,Mid,organic,26.15
CUST_000238,2024-12-20,US,enterprise,SMB,partner,494.24
CUST_000239,2023-08-15,Australia,pro,SMB,partner,110.23
CUST_000240,2024-09-28,US,basic,SMB,content,25.07
CUST_000241,2021-03-30,UK,basic,Enterprise,referral,27.3
CUST_000242,2021-01-01,US,pro,SMB,organic,111.17
CUST_000243,2021-09-20,UK,enterprise,Mid,organic,513.45
CUST_000244,2024-05-21,US,pro,Enterprise,content,105.42
CUST_000245,2024-12-24,US,pro,Enterprise,content,109.16
CUST_000246,2021-06-28,Singapore,basic,Mid,paid_search,29.21
CUST_000247,2024-04-03,US,pro,Mid,paid_search,109.26
CUST_000248,2021-01-01,France,basic,SMB,direct,30.21
CUST_000249,2021-01-01,Singapore,pro,SMB,content,104.51
CUST_000250,2022-06-12,US,basic,Mid,direct,25.98
CUST_000251,2024-07-15,Germany,pro,SMB,direct,112.04
CUST_000252,2024-05-09,US,basic,SMB,organic,31.58
CUST_000253,2022-06-19,US,pro,Mid,paid_search,91.7
CUST_000254,2024-06-29,UK,basic,SMB,direct,29.7
CUST_000255,2024-10-02,India,basic,Mid,content,27.93
CUST_000256,2023-12-01,US,pro,Mid,organic,103.76
CUST_000257,2021-05-03,Canada,basic,SMB,organic,33.3
CUST_000258,2023-06-01,UK,enterprise,SMB,direct,431.0
CUST_000259,2023-11-17,Australia,pro,SMB,paid_search,112.44
CUST_000260,2024-11-12,US,pro,Enterprise,referral,86.3
CUST_000261,2023-09-24,Germany,pro,SMB,direct,97.83
CUST_000262,2021-01-01,Germany,enterprise,SMB,content,496.32
CUST_000263,2024-10-19,Germany,pro,Mid,content,92.13
CUST_000264,2024-01-11,India,enterprise,SMB,paid_search,508.98
CUST_000265,2022-03-16,France,basic,SMB,referral,31.91
CUST_000266,2023-03-15,US,basic,SMB,organic,27.21
CUST_000267,2023-05-30,UK,pro,SMB,content,86.24
CUST_000268,2023-05-22,US,basic,SMB,content,30.15
CUST_000269,2024-05-29,US,basic,Mid,paid_search,31.19
CUST_000270,2024-07-15,UK,basic,SMB,organic,32.95
CUST_000271,2022-10-17,US,basic,SMB,organic,26.04
CUST_000272,2022-10-15,UK,pro,SMB,referral,110.92
CUST_000273,2022-04-24,Singapore,pro,SMB,organic,98.47
CUST_000274,2021-09-29,US,enterprise,Enterprise,direct,459.44
CUST_000275,2024-01-18,India,pro,SMB,direct,112.74
CUST_000276,2024-01-28,UK,basic,Enterprise,direct,26.72
CUST_000277,2022-11-13,Canada,basic,SMB,content,31.03
CUST_000278,2023-08-09,Australia,basic,Mid,paid_search,31.48
CUST_000279,2023-05-22,US,pro,SMB,partner,96.94
CUST_000280,2022-11-19,UK,basic,SMB,organic,30.65
CUST_000281,2022-01-22,UK,basic,SMB,organic,29.63
CUST_000282,2024-06-14,US,enterprise,Mid,paid_search,452.9
CUST_000283,2024-05-16,India,pro,SMB,referral,106.72
CUST_000284,2024-11-13,France,basic,SMB,organic,32.72
CUST_000285,2023-11-07,US,basic,Mid,referral,28.9
CUST_000286,2024-12-14,US,enterprise,SMB,paid_search,573.0
CUST_000287,2024-03-02,UK,enterprise,SMB,content,488.22
CUST_000288,2023-12-17,US,basic,Mid,referral,28.82
CUST_000289,2024-07-20,Canada,basic,SMB,referral,30.51
CUST_000290,2023-10-24,US,pro,Mid,partner,89.67
CUST_000291,2024-12-16,UK,pro,SMB,content,110.94
CUST_000292,2024-12-13,US,pro,SMB,paid_search,107.95
CUST_000293,2022-09-12,US,pro,SMB,referral,110.06
CUST_000294,2024-05-28,Germany,enterprise,Enterprise,direct,515.4
CUST_000295,2024-10-26,UK,basic,Mid,organic,32.34
CUST_000296,2024-01-07,Singapore,basic,Enterprise,organic,30.57
CUST_000297,2023-01-16,Australia,pro,SMB,paid_search,99.34
CUST_000298,2024-09-04,US,pro,Mid,content,111.82
CUST_000299,2023-09-14,US,enterprise,SMB,paid_search,489.98
CUST_000300,2024-11-18,Australia,basic,SMB,organic,29.0
CUST_000301,2024-12-06,India,pro,Mid,organic,89.19
CUST_000302,2023-12-29,France,basic,SMB,direct,32.89
CUST_000303,2023-12-19,US,pro,SMB,direct,90.72
CUST_000304,2023-08-26,Singapore,basic,SMB,direct,26.4
CUST_000305,2023-04-11,US,pro,Mid,paid_search,87.16
CUST_000306,2021-01-01,Germany,pro,SMB,partner,97.61
CUST_000307,2024-01-13,India,basic,SMB,referral,27.03
CUST_000308,2024-06-25,US,basic,Enterprise,referral,31.09
CUST_000309,2022-11-21,India,pro,SMB,partner,93.28
CUST_000310,2024-07-31,US,pro,SMB,partner,105.56
CUST_000311,2024-03-25,Singapore,basic,Mid,direct,26.35
CUST_000312,2024-11-22,US,basic,Mid,partner,26.65
CUST_000313,2024-12-19,India,basic,SMB,referral,31.66
CUST_000314,2021-01-01,US,enterprise,Mid,paid_search,479.7
CUST_000315,2022-08-05,Germany,basic,SMB,paid_search,25.62
CUST_000316,2023-06-01,UK,basic,SMB,referral,33.01
CUST_000317,2024-04-20,UK,pro,SMB,direct,89.42
CUST_000318,2024-09-30,US,pro,SMB,paid_search,88.61
CUST_000319,2024-10-10,Germany,basic,SMB,content,27.77
CUST_000320,2024-08-13,US,enterprise,Enterprise,paid_search,438.47
CUST_000321,2023-12-10,Canada,pro,Mid,paid_search,88.77
CUST_000322,2023-05-01,US,pro,Enterprise,organic,109.29
CUST_000323,2023-07-25,India,basic,Mid,partner,26.14
CUST_000324,2024-07-25,US,enterprise,SMB,content,440.83
CUST_000325,2021-01-01,US,basic,SMB,direct,32.31
CUST_000326,2023-03-21,US,basic,Enterprise,content,28.51
CUST_000327,2023-12-04,UK,basic,Mid,content,26.02
CUST_000328,2023-09-28,US,pro,Enterprise,partner,101.42
CUST_000329,2024-04-11,UK,pro,SMB,paid_search,85.38
CUST_000330,2024-08-15,Australia,pro,SMB,referral,96.84
CUST_000331,2024-05-31,Germany,basic,SMB,organic,29.79
CUST_000332,2023-02-10,Canada,pro,SMB,partner,112.58
CUST_000333,2024-12-24,US,pro,SMB,partner,93.85
CUST_000334,2024-11-01,Germany,basic,SMB,content,31.31
CUST_000335,2024-12-09,US,pro,Mid,referral,88.09
CUST_000336,2024-12-11,France,basic,SMB,referral,28.42
CUST_000337,2022-06-04,US,pro,SMB,paid_search,90.78
CUST_000338,2023-05-20,UK,basic,Mid,paid_search,28.93
CUST_000339,2024-02-23,US,pro,SMB,referral,96.54
CUST_000340,2024-11-11,Australia,enterprise,SMB,organic,570.82
CUST_000341,2024-02-06,US,enterprise,SMB,partner,561.5
CUST_000342,2024-02-23,Canada,basic,Mid,paid_search,29.72
CUST_000343,2024-09-30,US,basic,SMB,partner,26.19
CUST_000344,2024-03-30,Germany,basic,Enterprise,direct,29.5
CUST_000345,2024-04-28,India,enterprise,SMB,paid_search,542.72
CUST_000346,2023-09-23,UK,pro,SMB,organic,85.28
CUST_000347,2023-08-29,UK,basic,SMB,partner,28.43
CUST_000348,2024-12-09,India,basic,SMB,content,25.02
CUST_000349,2024-05-17,UK,enterprise,SMB,organic,460.67
CUST_000350,2023-09-10,UK,pro,Mid,organic,86.89
CUST_000351,2024-01-26,Canada,basic,SMB,direct,33.01
CUST_000352,2022-06-01,Germany,basic,Mid,paid_search,26.12
CUST_000353,2023-07-27,US,basic,Mid,organic,25.96
CUST_000354,2024-10-06,France,pro,Mid,direct,113.02
CUST_000355,2024-11-26,UK,enterprise,SMB,direct,501.39
CUST_000356,2023-08-19,US,enterprise,Enterprise,referral,537.62
CUST_000357,2024-12-18,France,basic,SMB,partner,27.5
CUST_000358,2023-10-30,US,pro,SMB,direct,99.98
CUST_000359,2021-03-31,US,basic,Mid,content,24.71
CUST_000360,2023-11-11,Canada,basic,SMB,organic,28.21
CUST_000361,2024-05-06,Australia,enterprise,Mid,paid_search,507.25
CUST_000362,2023-08-18,Australia,basic,SMB,organic,29.13
CUST_000363,2024-03-08,India,basic,SMB,paid_search,28.18
CUST_000364,2023-12-14,Australia,enterprise,SMB,partner,542.1
CUST_000365,2021-03-21,US,basic,SMB,partner,29.01
CUST_000366,2024-05-08,US,pro,SMB,content,103.04
CUST_000367,2021-01-01,France,enterprise,SMB,referral,451.79
CUST_000368,2021-11-10,US,pro,Mid,content,109.74
CUST_000369,2024-09-16,Canada,basic,Mid,referral,27.81
CUST_000370,2024-11-27,Canada,basic,Mid,organic,28.84
CUST_000371,2024-11-10,US,basic,Mid,referral,27.71
CUST_000372,2024-12-23,India,basic,SMB,referral,32.41
CUST_000373,2024-11-13,UK,pro,Mid,paid_search,110.9
CUST_000374,2023-06-21,UK,basic,SMB,organic,26.6
CUST_000375,2024-11-26,Singapore,basic,SMB,paid_search,31.2
CUST_000376,2024-06-28,UK,pro,Mid,direct,87.21
CUST_000377,2022-07-09,US,pro,SMB,organic,85.04
CUST_000378,2024-12-20,UK,enterprise,Mid,direct,549.39
CUST_000379,2022-10-04,France,basic,SMB,paid_search,25.79
CUST_000380,2024-07-23,France,pro,SMB,paid_search,88.75
CUST_000381,2024-10-31,France,pro,SMB,content,102.17
CUST_000382,2023-05-31,Germany,basic,SMB,referral,31.76
CUST_000383,2023-09-06,US,basic,Mid,paid_search,26.3
CUST_000384,2022-03-16,Australia,basic,Enterprise,content,25.64
CUST_000385,2023-03-26,Australia,pro,SMB,paid_search,86.45
CUST_000386,2022-11-01,US,basic,SMB,content,24.87
CUST_000387,2024-07-23,US,enterprise,SMB,referral,441.59
CUST_000388,2024-09-27,Singapore,pro,Mid,organic,112.15
CUST_000389,2023-02-25,Australia,enterprise,SMB,direct,438.41
CUST_000390,2022-10-23,Australia,basic,Enterprise,paid_search,29.85
CUST_000391,2021-01-01,Australia,basic,Mid,organic,32.66
CUST_000392,2024-04-17,UK,basic,Mid,organic,30.11
CUST_000393,2024-05-19,Canada,basic,SMB,organic,24.93
CUST_000394,2023-01-02,UK,enterprise,Mid,direct,513.43
CUST_000395,2024-06-12,US,basic,Mid,content,32.51
CUST_000396,2021-06-11,Germany,basic,Mid,content,27.46
CUST_000397,2022-05-25,UK,basic,Mid,paid_search,27.38
CUST_000398,2024-04-03,Canada,basic,SMB,direct,26.82
CUST_000399,2023-02-24,UK,pro,Mid,organic,99.16
CUST_000400,2023-02-17,UK,pro,Enterprise,direct,91.22
CUST_000401,2024-11-09,US,pro,Enterprise,content,105.65
CUST_000402,2021-11-24,US,basic,Mid,organic,30.26
CUST_000403,2024-01-24,US,enterprise,SMB,partner,484.15
CUST_000404,2022-09-01,US,pro,SMB,content,105.61
CUST_000405,2024-06-27,Singapore,basic,Mid,content,25.51
CUST_000406,2021-12-28,US,basic,SMB,direct,31.17
CUST_000407,2024-05-06,US,enterprise,SMB,content,514.41
CUST_000408,2024-12-26,Canada,pro,SMB,partner,102.86
CUST_000409,2021-11-10,Canada,pro,Mid,content,86.07
CUST_000410,2024-11-15,US,basic,SMB,paid_search,30.03
CUST_000411,2024-06-27,France,basic,SMB,direct,28.95
CUST_000412,2021-01-03,France,pro,SMB,paid_search,98.58
CUST_000413,2021-01-01,US,pro,Mid,partner,93.71
CUST_000414,2023-11-13,US,pro,Enterprise,partner,84.38
CUST_000415,2023-09-02,India,pro,SMB,referral,96.7
CUST_000416,2024-03-17,France,basic,SMB,content,28.14
CUST_000417,2024-07-16,Germany,pro,Mid,partner,96.71
CUST_000418,2024-06-21,US,enterprise,Mid,organic,515.77
CUST_000419,2023-07-07,UK,enterprise,Mid,referral,469.05
CUST_000420,2023-02-21,Canada,basic,Mid,referral,26.99
CUST_000421,2022-11-29,US,basic,Mid,content,28.98
CUST_000422,2022-12-04,UK,pro,SMB,paid_search,101.74
CUST_000423,2024-11-15,Canada,pro,SMB,direct,101.0
CUST_000424,2024-02-04,US,pro,Mid,paid_search,110.33
CUST_000425,2024-12-03,France,enterprise,Mid,organic,539.29
CUST_000426,2023-12-09,Australia,pro,SMB,organic,85.7
CUST_000427,2024-03-23,US,pro,Enterprise,organic,100.89
CUST_000428,2022-02-01,Australia,basic,Mid,organic,28.28
CUST_000429,2024-06-04,US,basic,Mid,referral,27.79
CUST_000430,2024-11-01,Australia,basic,SMB,direct,32.98
CUST_000431,2024-10-17,US,enterprise,SMB,organic,492.53
CUST_000432,2023-02-03,US,basic,Mid,direct,30.91
CUST_000433,2023-09-20,Canada,basic,SMB,referral,33.06
CUST_000434,2024-11-10,UK,pro,SMB,organic,88.63
CUST_000435,2024-11-19,India,pro,Enterprise,paid_search,85.77
CUST_000436,2023-05-24,US,pro,Mid,content,93.46
CUST_000437,2024-11-25,US,basic,SMB,organic,25.04
CUST_000438,2022-09-14,UK,pro,Mid,organic,87.62
CUST_000439,2023-05-15,UK,basic,SMB,partner,33.28
CUST_000440,2024-11-20,US,basic,SMB,direct,33.0
CUST_000441,2024-11-18,Germany,basic,Mid,referral,30.66
CUST_000442,2021-01-01,France,basic,Mid,direct,31.2
